id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada
SIN-00102,POL-00075,ASG-00206,Vehiculos,Responsabilidad Civil,2025-05-01,2025-05-04,20875.1,21140.84,15664.18,Cierre Sin Consecuencia,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,23,342,3,2,Cuenca,29194.49,0
SIN-00103,POL-00019,ASG-00230,Generales,Choque,2025-09-27,2025-10-04,16432.81,13902.96,11225.61,Pago Total,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,True,Clinica San Marcos,P002,28,337,7,3,Quito,23036.23,0
SIN-00104,POL-00106,ASG-00102,Vida,Incendio,2025-10-28,2025-10-28,2917.11,3005.01,2940.84,Pago Parcial,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,253,112,0,1,Loja,9139.04,0
SIN-00105,POL-00197,ASG-00054,Generales,Choque,2024-09-22,2024-09-29,6677.71,6976.12,5558.6,Cierre Sin Consecuencia,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Clinica San Marcos,P002,16,349,7,2,Cuenca,10298.06,0
SIN-00106,POL-00109,ASG-00144,Vida,Choque,2024-11-08,2024-11-15,4537.08,3929.24,3526.05,Pago Parcial,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica del Sur,P006,23,342,7,3,Manta,6559.22,0
SIN-00107,POL-00550,ASG-00277,Hogar,Choque,2025-01-11,2025-01-15,42835.43,36521.46,33910.72,Cierre Sin Consecuencia,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller Norte,P003,30,335,4,3,Cuenca,48422.92,0
SIN-00108,POL-00014,ASG-00150,Vida,Robo,2024-08-26,2024-09-06,39135.55,32923.43,0.0,Negativa,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,5,360,11,3,Loja,40188.85,1
SIN-00109,POL-00337,ASG-00185,Hogar,Responsabilidad Civil,2025-11-23,2025-11-29,38936.38,33824.15,31113.55,Pago Parcial,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,False,Taller Norte,P003,12,353,6,2,Loja,46933.01,0
SIN-00110,POL-00228,ASG-00197,Vida,Robo,2025-09-19,2025-09-22,15408.5,12650.31,9585.64,Cierre Sin Consecuencia,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,229,136,3,1,Cuenca,46215.96,0
SIN-00111,POL-00242,ASG-00021,Vida,Incendio,2025-05-18,2025-05-20,2092.29,1939.98,1710.59,Pago Parcial,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,354,11,2,0,Ambato,16890.78,0
SIN-00112,POL-00433,ASG-00199,Vida,Incendio,2026-04-07,2026-04-07,4859.93,4994.34,4876.77,Liquidado,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,88,277,0,0,Guayaquil,12370.39,0
SIN-00113,POL-00465,ASG-00282,Hogar,Dano parcial,2025-08-29,2025-08-31,7051.82,7579.58,5315.21,Liquidado,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller Central,P005,26,339,2,2,Guayaquil,10122.65,0
SIN-00114,POL-00419,ASG-00272,Hogar,Choque,2025-03-07,2025-03-10,10658.11,10965.97,10824.83,Cierre Sin Consecuencia,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,229,136,3,0,Manta,22702.99,0
SIN-00115,POL-00371,ASG-00031,Vehiculos,Responsabilidad Civil,2025-09-15,2025-09-16,1998.84,1751.56,1542.5,Cierre Sin Consecuencia,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,312,53,1,0,Loja,11926.33,0
SIN-00116,POL-00394,ASG-00162,Vehiculos,Choque,2024-11-24,2024-11-25,21077.71,18461.15,14596.6,Liquidado,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Grua Rapida,P007,123,242,1,1,Manta,47450.66,0
SIN-00117,POL-00408,ASG-00177,Generales,Robo,2025-06-20,2025-06-28,36056.05,35924.67,0.0,Cierre Sin Consecuencia,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,8,357,8,6,Ambato,39635.66,1
SIN-00118,POL-00581,ASG-00272,Vida,Choque,2026-01-19,2026-01-22,27623.46,29294.92,21966.44,Pago Parcial,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,False,Peritajes Express,P004,16,349,3,2,Manta,40910.79,0
SIN-00119,POL-00104,ASG-00063,Vehiculos,Robo,2025-08-06,2025-08-14,36517.63,35819.98,0.0,Pago Parcial,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,10,355,8,6,Cuenca,40143.2,1
SIN-00120,POL-00004,ASG-00185,Vehiculos,Incendio,2025-03-26,2025-03-27,2919.81,3168.92,2932.62,Pago Total,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,48,317,1,1,Loja,47433.21,0
SIN-00121,POL-00369,ASG-00125,Vehiculos,Responsabilidad Civil,2026-04-26,2026-04-28,11059.83,10175.59,8992.96,Reserva,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,207,158,2,1,Guayaquil,31148.47,0
SIN-00122,POL-00586,ASG-00238,Vehiculos,Robo,2026-03-25,2026-04-09,7500.79,7491.73,0.0,Pago Total,Sur,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,5,360,15,6,Loja,8181.44,1
SIN-00123,POL-00226,ASG-00222,Generales,Responsabilidad Civil,2025-03-27,2025-03-27,9741.31,8057.35,7312.33,Pago Total,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Central,P005,71,294,0,1,Ambato,27874.98,0
SIN-00124,POL-00391,ASG-00166,Generales,Robo,2026-03-15,2026-03-17,3016.21,2493.63,2299.56,Pago Total,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,214,151,2,0,Loja,29553.18,0
SIN-00125,POL-00195,ASG-00195,Vehiculos,Atencion medica,2025-09-09,2025-09-11,10773.19,8963.03,6298.83,Negativa,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Grua Rapida,P007,44,321,2,0,Loja,26347.84,0
SIN-00126,POL-00291,ASG-00308,Salud,Responsabilidad Civil,2026-05-11,2026-05-11,13393.4,11813.46,11273.59,Liquidado,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,107,258,0,0,Ambato,41920.39,0
SIN-00127,POL-00157,ASG-00069,Hogar,Robo,2026-03-12,2026-03-12,11607.59,11819.06,9333.87,Cierre Sin Consecuencia,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,14,351,0,1,Cuenca,24939.98,0
SIN-00128,POL-00485,ASG-00183,Hogar,Incendio,2026-02-16,2026-02-16,4001.45,4037.11,3062.26,Liquidado,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,75,290,0,1,Cuenca,13916.62,0
SIN-00129,POL-00312,ASG-00343,Vida,Dano parcial,2026-04-10,2026-04-11,3487.34,3728.54,2844.61,Cierre Sin Consecuencia,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,0,365,1,1,Loja,14013.97,0
SIN-00130,POL-00386,ASG-00111,Generales,Robo,2025-01-08,2025-01-08,3508.18,3801.18,2794.64,Liquidado,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,169,196,0,0,Loja,37632.74,0
SIN-00131,POL-00177,ASG-00154,Salud,Responsabilidad Civil,2026-06-15,2026-06-15,17775.97,17592.88,14664.29,Reserva,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,62,303,0,1,Ambato,44442.27,0
SIN-00132,POL-00522,ASG-00122,Vida,Robo,2026-05-09,2026-05-24,11617.89,10632.55,0.0,Cierre Sin Consecuencia,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,10,355,15,4,Ambato,12527.75,1
SIN-00133,POL-00501,ASG-00032,Hogar,Dano parcial,2025-03-06,2025-03-06,18891.9,16137.45,14196.61,Pago Total,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,42,323,0,0,Ambato,48555.48,0
SIN-00134,POL-00036,ASG-00192,Salud,Dano parcial,2025-12-29,2025-12-31,5088.16,4716.29,4638.79,Reserva,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,356,9,2,0,Loja,23820.76,0
SIN-00135,POL-00321,ASG-00284,Salud,Dano parcial,2025-05-18,2025-05-19,7518.3,6097.49,4527.39,Pago Total,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,60,305,1,0,Guayaquil,20909.21,0
SIN-00136,POL-00433,ASG-00199,Vida,Atencion medica,2026-10-24,2026-10-27,4235.57,3967.97,3902.19,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,288,77,3,1,Guayaquil,12370.39,0
SIN-00137,POL-00198,ASG-00102,Generales,Responsabilidad Civil,2025-11-23,2025-11-24,4021.13,4414.13,3664.12,Reserva,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,4,361,1,1,Loja,16834.73,0
SIN-00138,POL-00562,ASG-00356,Vida,Robo,2025-07-22,2025-08-04,14147.64,12479.55,0.0,Reserva,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,2,363,13,4,Quito,14277.21,1
SIN-00139,POL-00098,ASG-00232,Hogar,Atencion medica,2025-01-18,2025-01-20,15346.66,13741.38,12718.5,Pago Total,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,159,206,2,0,Quito,47459.96,0
SIN-00140,POL-00274,ASG-00283,Hogar,Responsabilidad Civil,2026-03-04,2026-03-06,18397.72,18619.16,14056.19,Pago Parcial,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,75,290,2,1,Cuenca,49942.77,0
SIN-00141,POL-00417,ASG-00364,Vehiculos,Responsabilidad Civil,2025-12-03,2025-12-03,2265.75,1924.83,1380.53,Cierre Sin Consecuencia,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,92,273,0,0,Quito,26809.8,0
SIN-00142,POL-00128,ASG-00073,Hogar,Robo,2025-10-06,2025-10-20,15242.6,16740.44,0.0,Cierre Sin Consecuencia,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,1,364,14,4,Ambato,15709.82,1
SIN-00143,POL-00231,ASG-00320,Hogar,Robo,2025-08-31,2025-09-13,46232.9,39350.91,0.0,Reserva,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,9,356,13,6,Guayaquil,46453.63,1
SIN-00144,POL-00404,ASG-00382,Vehiculos,Responsabilidad Civil,2025-06-04,2025-06-04,7918.85,6471.67,4541.61,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,289,76,0,1,Loja,16815.11,0
SIN-00145,POL-00010,ASG-00129,Salud,Robo,2024-08-15,2024-08-15,7868.15,6586.84,5573.94,Pago Total,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,3,362,0,1,Cuenca,27311.11,0
SIN-00146,POL-00187,ASG-00192,Vehiculos,Robo,2025-05-18,2025-05-28,35698.66,32406.21,0.0,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,8,357,10,3,Loja,39058.15,1
SIN-00147,POL-00033,ASG-00251,Generales,Incendio,2026-04-07,2026-04-09,1976.35,2055.3,1879.15,Pago Parcial,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,201,164,2,1,Guayaquil,19103.18,0
SIN-00148,POL-00243,ASG-00170,Vida,Atencion medica,2025-05-01,2025-05-04,5856.26,5528.65,4338.15,Reserva,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,62,303,3,1,Cuenca,11966.26,0
SIN-00149,POL-00288,ASG-00263,Vehiculos,Responsabilidad Civil,2025-09-18,2025-09-19,4061.37,3826.49,3577.06,Reserva,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica San Marcos,P002,198,167,1,0,Cuenca,11608.93,0
SIN-00150,POL-00040,ASG-00351,Vida,Robo,2025-07-29,2025-08-01,2479.88,2626.95,2138.62,Liquidado,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,4,361,3,0,Guayaquil,42795.13,0
SIN-00151,POL-00438,ASG-00056,Vida,Atencion medica,2024-12-15,2024-12-19,38868.97,41532.73,31337.5,Reserva,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,22,343,4,3,Ambato,44499.51,0
SIN-00152,POL-00259,ASG-00196,Vida,Atencion medica,2024-09-12,2024-09-14,5071.13,5184.66,4191.36,Liquidado,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,14,351,2,3,Guayaquil,6386.86,0
SIN-00153,POL-00124,ASG-00224,Vida,Responsabilidad Civil,2026-08-02,2026-08-03,1756.61,1444.75,1248.23,Pago Parcial,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,98,267,1,0,Quito,12839.12,0
SIN-00154,POL-00356,ASG-00113,Hogar,Responsabilidad Civil,2025-08-05,2025-08-05,15240.28,14107.95,13817.32,Liquidado,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,174,191,0,1,Guayaquil,33139.54,0
SIN-00155,POL-00580,ASG-00003,Vida,Responsabilidad Civil,2026-04-07,2026-04-08,2607.6,2621.7,2519.65,Reserva,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,207,158,1,1,Quito,6802.64,0
SIN-00156,POL-00164,ASG-00283,Hogar,Choque,2025-09-21,2025-09-24,11814.31,10526.82,8064.61,Cierre Sin Consecuencia,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,107,258,3,1,Cuenca,42694.42,0
SIN-00157,POL-00244,ASG-00027,Generales,Robo,2025-05-25,2025-06-04,17198.48,16517.05,0.0,Reserva,Centro,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,5,360,10,4,Quito,18551.97,1
SIN-00158,POL-00365,ASG-00378,Vehiculos,Atencion medica,2025-12-20,2025-12-21,6292.17,6397.76,5799.15,Cierre Sin Consecuencia,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,216,149,1,0,Guayaquil,38089.53,0
SIN-00159,POL-00405,ASG-00067,Salud,Responsabilidad Civil,2025-10-24,2025-10-27,3004.06,2850.22,2387.96,Pago Total,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,120,245,3,0,Cuenca,13914.88,0
SIN-00160,POL-00072,ASG-00163,Salud,Robo,2025-02-09,2025-02-23,38906.96,38167.26,0.0,Negativa,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,8,357,14,3,Cuenca,42753.8,1
SIN-00161,POL-00255,ASG-00092,Hogar,Responsabilidad Civil,2025-07-27,2025-07-29,25618.54,27048.47,19623.38,Pago Total,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Clinica San Marcos,P002,30,335,2,3,Manta,30873.3,0
SIN-00162,POL-00557,ASG-00378,Vida,Robo,2024-11-19,2024-12-01,44523.75,47802.93,0.0,Reserva,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,2,363,12,3,Guayaquil,48913.4,1
SIN-00163,POL-00366,ASG-00200,Hogar,Choque,2026-06-13,2026-06-15,5649.94,5544.58,4177.4,Liquidado,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,196,169,2,0,Quito,12137.51,0
SIN-00164,POL-00294,ASG-00311,Vehiculos,Atencion medica,2025-06-02,2025-06-05,15849.13,16430.11,15748.49,Pago Total,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,289,76,3,0,Cuenca,45572.37,0
SIN-00165,POL-00286,ASG-00170,Vehiculos,Robo,2025-03-14,2025-03-28,24828.05,25027.33,0.0,Negativa,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,3,362,14,6,Cuenca,26546.66,1
SIN-00166,POL-00432,ASG-00353,Vida,Robo,2027-03-09,2027-03-11,2209.37,2137.59,2110.41,Reserva,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,300,65,2,1,Manta,43076.22,0
SIN-00167,POL-00216,ASG-00330,Vida,Robo,2025-07-26,2025-08-05,14605.4,11921.29,0.0,Reserva,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,2,363,10,5,Loja,15575.0,1
SIN-00168,POL-00079,ASG-00342,Salud,Incendio,2025-09-29,2025-09-30,14537.22,14892.4,13545.67,Pago Parcial,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,311,54,1,0,Manta,36855.53,0
SIN-00169,POL-00178,ASG-00066,Hogar,Robo,2025-07-16,2025-07-28,29912.61,27732.01,0.0,Pago Total,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,8,357,12,4,Cuenca,30156.42,1
SIN-00170,POL-00058,ASG-00068,Hogar,Responsabilidad Civil,2026-06-24,2026-06-30,39649.46,39483.33,32436.74,Negativa,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,False,Peritajes Express,P004,28,337,6,3,Loja,46972.65,0
SIN-00171,POL-00112,ASG-00366,Hogar,Robo,2024-12-24,2025-01-01,37110.18,32047.35,0.0,Reserva,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,6,359,8,3,Quito,40164.58,1
SIN-00172,POL-00496,ASG-00208,Vehiculos,Robo,2025-06-06,2025-06-14,35778.14,31997.88,0.0,Negativa,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,5,360,8,4,Manta,35847.89,1
SIN-00173,POL-00489,ASG-00250,Vehiculos,Robo,2024-09-16,2024-09-18,8635.56,9000.35,8066.71,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Taller El Veloz,P001,25,340,2,2,Manta,10079.92,0
SIN-00174,POL-00397,ASG-00167,Vida,Dano parcial,2026-06-20,2026-06-22,37006.22,31188.35,29976.28,Liquidado,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Peritajes Express,P004,30,335,2,2,Quito,42156.74,0
SIN-00175,POL-00362,ASG-00357,Vehiculos,Robo,2025-01-12,2025-01-24,42900.05,46415.66,0.0,Liquidado,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,8,357,12,4,Guayaquil,42959.58,1
SIN-00176,POL-00452,ASG-00281,Hogar,Dano parcial,2025-06-27,2025-06-29,6564.29,5769.01,5553.6,Cierre Sin Consecuencia,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,248,117,2,1,Guayaquil,30089.69,0
SIN-00177,POL-00298,ASG-00069,Hogar,Incendio,2026-02-05,2026-02-08,11018.75,10355.02,9244.4,Negativa,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,13,352,3,3,Cuenca,15463.08,0
SIN-00178,POL-00205,ASG-00332,Salud,Atencion medica,2025-08-18,2025-08-24,33534.18,31400.52,27115.11,Negativa,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,21,344,6,3,Loja,45253.74,0
SIN-00179,POL-00441,ASG-00217,Hogar,Robo,2025-06-13,2025-06-20,5387.04,4538.7,3550.04,Reserva,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller Premium,P008,11,354,7,2,Guayaquil,7454.6,0
SIN-00180,POL-00169,ASG-00193,Hogar,Incendio,2025-02-10,2025-02-15,11193.05,12018.87,10469.58,Reserva,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,26,339,5,3,Manta,14819.41,0
SIN-00181,POL-00325,ASG-00191,Generales,Incendio,2024-07-10,2024-07-15,38632.53,36940.72,25899.25,Negativa,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,15,350,5,3,Ambato,45415.45,0
SIN-00182,POL-00387,ASG-00270,Salud,Robo,2024-09-10,2024-09-12,33697.65,36022.67,30641.8,Reserva,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Peritajes Express,P004,29,336,2,3,Guayaquil,47637.65,0
SIN-00183,POL-00439,ASG-00276,Vida,Dano parcial,2025-05-09,2025-05-15,4915.08,4967.32,4874.78,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Clinica del Sur,P006,16,349,6,3,Cuenca,6766.32,0
